Energy[keV],Photon_to_nAmp_BestOf,Photon_to_nAmp_oxidized,Photon_to_nAmp_thin
15.34,16770841.4718268,16770841.4718268,16793683.3394892
15.35,16791060.3835356,16791060.3835356,16813929.7893336
15.36,16812064.4057235,16812064.4057235,16834962.4189767
15.37,16832465.0607358,16832465.0607358,16855390.8596586
15.38,16852956.2411763,16852956.2411763,16875909.9490645
15.39,16873538.4276265,16873538.4276265,16896520.1684299
15.4,16894212.1043458,16894212.1043458,16917222.0026743
15.41,16914977.7593069,16914977.7593069,16938015.9404346
15.42,16935835.8842295,16935835.8842295,16958902.4741004
15.43,16956076.17704,16956076.17704,16979170.3341675
15.44,16977118.5050705,16977118.5050705,17000241.3218256
15.45,16997539.5846166,16997539.5846166,17020690.2148597
15.46,17018768.0790583,17018768.0790583,17041947.6224874
15.47,17039371.8751309,17039371.8751309,17062579.4809077
15.48,17060066.6546787,17060066.6546787,17083302.4467225
15.49,17080852.8991264,17080852.8991264,17104117.0020123
15.5,17101731.0935688,17101731.0935688,17125023.6325326
15.51,17121973.1942039,17121973.1942039,17145293.3028866
15.52,17143034.4944386,17143034.4944386,17166383.288589
15.53,17164189.2098165,17164189.2098165,17187566.816666
15.54,17184702.5400989,17184702.5400989,17208108.0860817
15.55,17205305.7490709,17205305.7490709,17228739.3566017
15.56,17226739.0966363,17226739.0966363,17250201.896363
15.57,17247525.7405913,17247525.7405913,17271016.8517042
15.58,17268403.6973567,17268403.6973567,17291923.2442238
15.59,17289373.4481449,17289373.4481449,17312921.5557895
15.6,17310435.4778201,17310435.4778201,17334012.271926
15.61,17330839.0465378,17330839.0465378,17354443.6302819
15.62,17352084.777887,17352084.777887,17375718.2982939
15.63,17372668.4258452,17372668.4258452,17396329.981158
15.64,17394099.7920181,17394099.7920181,17417790.536828
15.65,17414865.4169633,17414865.4169633,17438584.4445316
15.66,17435721.5962294,17435721.5962294,17459469.029891
15.67,17457433.9090017,17457433.9090017,17481210.9148094
15.68,17478474.9534864,17478474.9534864,17502280.6171735
15.69,17499607.9938696,17499607.9938696,17523442.4407346
15.7,17520061.3647212,17520061.3647212,17543923.6690548
15.71,17542152.0003653,17542152.0003653,17566044.3921204
15.72,17562787.0364584,17562787.0364584,17586707.53311
15.73,17583511.295741,17583511.295741,17607460.018811
15.74,17605106.8190038,17605106.8190038,17629084.9551527
15.75,17626797.2687911,17626797.2687911,17650804.9473088
15.76,17647796.7072544,17647796.7072544,17671832.9869843
15.77,17668887.2551356,17668887.2551356,17692952.2601685
15.78,17689278.2385205,17689278.2385205,17713371.0160503
15.79,17711343.5790664,17711343.5790664,17735466.4095658
15.8,17732710.3139872,17732710.3139872,17756862.2459561
15.81,17753371.6694209,17753371.6694209,17777551.7421332
15.82,17774922.5014466,17774922.5014466,17799131.9263684
15.83,17796567.3280813,17796567.3280813,17820806.2332333
15.84,17817500.9337729,17817500.9337729,17841768.3504728
15.85,17838524.6313354,17838524.6313354,17862820.6822883
15.86,17860449.4335367,17860449.4335367,17884775.3460461
15.87,17881657.1475504,17881657.1475504,17906011.944943
15.88,17902956.3678433,17902956.3678433,17927340.1747505
15.89,17924347.5685924,17924347.5685924,17948760.5102916
15.9,17945831.227511,17945831.227511,17970273.42993
15.91,17967407.8258807,17967407.8258807,17991879.415603
15.92,17989077.8485842,17989077.8485842,18013578.9528536
15.93,18010013.8897788,18010013.8897788,18034543.5089133
15.94,18031869.698747,18031869.698747,18056429.0854693
15.95,18052987.5004473,18052987.5004473,18077575.6495924
15.96,18075031.0245425,18075031.0245425,18099649.1969432
15.97,18096332.4763767,18096332.4763767,18120979.6613314
15.98,18117725.2165859,18117725.2165859,18142401.5384292
15.99,18139209.7147889,18139209.7147889,18163915.2984952
16,18160786.4440821,18160786.4440821,18185521.41527
16.01,18182455.881071,18182455.881071,18207220.3660082
16.02,18204218.5059016,18204218.5059016,18229012.6315099
16.03,18226074.8022928,18226074.8022928,18250898.6961529
16.04,18247169.5471232,18247169.5471232,18272022.1720026
16.05,18268353.8154703,18268353.8154703,18293235.2932998
16.06,18290488.8304253,18290488.8304253,18315400.4561209
16.07,18312719.4599296,18312719.4599296,18337661.3637182
16.08,18334180.1605023,18334180.1605023,18359151.2937415
16.09,18355732.2464904,18355732.2464904,18380732.733647
16.1,18377376.1852317,18377376.1852317,18402406.1514091
16.11,18399112.4475037,18399112.4475037,18424172.0184465
16.12,18420941.5075541,18420941.5075541,18446030.8096527
16.13,18442863.8431322,18442863.8431322,18467983.0034277
16.14,18464879.9355203,18464879.9355203,18490029.0817094
16.15,18486105.9784403,18486105.9784403,18511284.0344766
16.16,18508308.368248,18508308.368248,18533516.6639148
16.17,18530605.9659034,18530605.9659034,18555844.6308738
16.18,18552106.9956394,18552106.9956394,18577374.9449887
16.19,18573698.8799957,18573698.8799957,18598996.2374677
16.2,18595382.0793765,18595382.0793765,18620708.9693423
16.21,18618057.2633899,18618057.2633899,18643415.0369314
16.22,18639927.1601836,18639927.1601836,18665314.7205005
16.23,18661889.7875903,18661889.7875903,18687307.2609816
16.24,18683037.3534547,18683037.3534547,18708483.6298074
16.25,18706095.1342182,18706095.1342182,18731572.815243
16.26,18727425.1009467,18727425.1009467,18752931.8333628
16.27,18749760.6828505,18749760.6828505,18775297.8363046
16.28,18772191.3865184,18772191.3865184,18797759.0905662
16.29,18793795.8065218,18793795.8065218,18819392.935766
16.3,18815490.8506091,18815490.8506091,18841117.5284795
16.31,18837276.9744161,18837276.9744161,18862933.3249632
16.32,18860084.667189,18860084.667189,18885772.0817886
16.33,18882057.0699622,18882057.0699622,18907774.4109502
16.34,18904121.9536151,18904121.9536151,18929869.3469504
16.35,18926279.7872583,18926279.7872583,18952057.3595387
16.36,18948531.0434215,18948531.0434215,18974338.9218884
16.37,18970876.1980837,18970876.1980837,18996714.5106267
16.38,18992369.0469714,18992369.0469714,19018236.6327509
16.39,19014900.6135864,19014900.6135864,19040798.8873349
16.4,19037527.5126922,19037527.5126922,19063456.6042524
16.41,19059295.1205087,19059295.1205087,19085253.8595269
16.42,19081153.3972778,19081153.3972778,19107141.9072449
16.43,19104063.4748469,19104063.4748469,19130083.1883145
16.44,19126107.2554565,19126107.2554565,19152156.9925291
16.45,19148243.0877782,19148243.0877782,19174322.9738301
16.46,19170471.4345718,19170471.4345718,19196581.5956076
16.47,19193764.8442325,19193764.8442325,19219906.7308667
16.48,19216182.4852026,19216182.4852026,19242354.9046392
16.49,19237716.2397207,19237716.2397207,19263917.9881072
16.5,19260319.3393265,19260319.3393265,19286551.8731099
16.51,19283017.3179599,19283017.3179599,19309280.7663653
16.52,19304824.2090114,19304824.2090114,19331117.3583784
16.53,19327710.4601162,19327710.4601162,19354034.7805321
16.54,19349700.7937243,19349700.7937243,19376055.0649504
16.55,19372777.217071,19372777.217071,19399162.9183604
16.56,19394952.8464771,19394952.8464771,19421368.7509493
16.57,19417220.3785372,19417220.3785372,19443666.6113637
16.58,19439580.2716407,19439580.2716407,19466056.958617
16.59,19463039.8179338,19463039.8179338,19489548.4567864
16.6,19485588.7639555,19485588.7639555,19512128.1144478
16.61,19507218.75058,19507218.75058,19533787.5610904
16.62,19529952.737921,19529952.737921,19556552.5120971
16.63,19552781.4281353,19552781.4281353,19579412.2949624
16.64,19575705.2997718,19575705.2997718,19602367.3888869
16.65,19597700.2256402,19597700.2256402,19624392.2718201
16.66,19620812.8745438,19620812.8745438,19647536.4001262
16.67,19644022.1455252,19644022.1455252,19670777.2821092
16.68,19666294.877386,19666294.877386,19693080.3494063
16.69,19688659.1637943,19688659.1637943,19715475.0959481
16.7,19712155.0730885,19712155.0730885,19739003.0066449
16.71,19734706.8334081,19734706.8334081,19761585.4824374
16.72,19757351.5309984,19757351.5309984,19784261.0220809
16.73,19779040.9542101,19779040.9542101,19805979.9862632
16.74,19802921.5908326,19802921.5908326,19829893.1482865
16.75,19824793.0969821,19824793.0969821,19851794.4434033
16.76,19847811.118586,19847811.118586,19874843.8155274
16.77,19870924.4067523,19870924.4067523,19897988.5839668
16.78,19894133.44056,19894133.44056,19921229.228453
16.79,19916371.6016149,19916371.6016149,19943497.6778589
16.8,19939770.4317653,19939770.4317653,19966928.3771903
16.81,19962193.1553228,19962193.1553228,19989381.6404726
16.82,19985783.6746724,19985783.6746724,20013004.2900837
16.83,20008392.80346,20008392.80346,20035644.2124798
16.84,20031094.2871502,20031094.2871502,20058376.6155658
16.85,20053888.5805021,20053888.5805021,20081201.9547203
16.86,20076776.1414916,20076776.1414916,20104120.6885426
16.87,20099757.431339,20099757.431339,20127133.2788817
16.88,20122832.9145377,20122832.9145377,20150240.1908631
16.89,20146003.0588817,20146003.0588817,20173441.8929183
16.9,20169268.3354951,20169268.3354951,20196738.8568129
16.91,20192629.2188606,20192629.2188606,20220131.5576758
16.92,20214978.3346902,20214978.3346902,20242511.1129767
16.93,20238528.6294146,20238528.6294146,20266093.4831766
16.94,20261061.7333595,20261061.7333595,20288657.2771843
16.95,20284803.3118108,20284803.3118108,20312431.1916393
16.96,20307522.2245704,20307522.2245704,20335181.0475332
16.97,20331456.9856869,20331456.9856869,20359148.407768
16.98,20354363.5538758,20354363.5538758,20382086.1746777
16.99,20377363.0434736,20377363.0434736,20405116.9895551
17,20400455.9096521,20400455.9096521,20428241.3081919
17.01,20423642.6107834,20423642.6107834,20451459.5895847
17.02,20446923.6084678,20446923.6084678,20474772.2959623
17.03,20470299.3675611,20470299.3675611,20498179.8928139
17.04,20492623.787424,20492623.787424,20520534.7185121
17.05,20516187.1642646,20516187.1642646,20544130.1886461
17.06,20539846.6999675,20539846.6999675,20567821.9486106
17.07,20563602.8725796,20563602.8725796,20591610.4771037
17.08,20586296.3722008,20586296.3722008,20614334.8852464
17.09,20610243.8857825,20610243.8857825,20638315.0153153
17.1,20633123.0354552,20633123.0354552,20661225.3263647
17.11,20656094.0536723,20656094.0536723,20684227.6310834
17.12,20680330.403911,20680330.403911,20708496.9912045
17.13,20703489.8101503,20703489.8101503,20731687.9405297
17.14,20726742.4433542,20726742.4433542,20754972.2437945
17.15,20750088.757141,20750088.757141,20778350.355235
17.16,20773529.2082958,20773529.2082958,20801822.7322585
17.17,20797064.2567975,20797064.2567975,20825389.8354704
17.18,20820694.3658461,20820694.3658461,20849052.1287016
17.19,20844420.0018901,20844420.0018901,20872810.0790358
17.2,20868241.6346546,20868241.6346546,20896664.156838
17.21,20890956.2717467,20890956.2717467,20919409.7312408
17.22,20914967.8513027,20914967.8513027,20943454.0145418
17.23,20937866.5577292,20937866.5577292,20966383.9089813
17.24,20962069.9327607,20962069.9327607,20990620.248983
17.25,20985154.5017379,20985154.5017379,21013736.2591179
17.26,21009551.5467467,21009551.5467467,21038166.5328751
17.27,21032823.7966113,21032823.7966113,21061470.4795185
17.28,21056188.8609764,21056188.8609764,21084867.3670756
17.29,21080878.1869981,21080878.1869981,21109590.3199322
17.3,21104433.6903504,21104433.6903504,21133177.9058542
17.31,21128083.3757051,21128083.3757051,21156859.8020544
17.32,21151827.6994947,21151827.6994947,21180636.4655868
17.33,21175667.1213212,21175667.1213212,21204508.3566798
17.34,21198353.5997372,21198353.5997372,21227225.7340544
17.35,21222381.055625,21222381.055625,21251285.9153107
17.36,21246504.9897624,21246504.9897624,21275442.70622
17.37,21270725.8745822,21270725.8745822,21299696.5798583
17.38,21293781.5090259,21293781.5090259,21322783.6160507
17.39,21318194.1005622,21318194.1005622,21347229.4575099
17.4,21341435.2672173,21341435.2672173,21370502.2786084
17.41,21366041.4222345,21366041.4222345,21395141.9471818
17.42,21389469.9197565,21389469.9197565,21418602.3542916
17.43,21414271.5207959,21414271.5207959,21443437.7350844
17.44,21437889.1728877,21437889.1728877,21467087.5543924
17.45,21461600.3039049,21461600.3039049,21490830.9799441
17.46,21485405.3614903,21485405.3614903,21514668.4599917
17.47,21509304.7963608,21509304.7963608,21538600.4458663
17.48,21533299.0623333,21533299.0623333,21562627.3920026
17.49,21557388.6163507,21557388.6163507,21586749.7559661
17.5,21581573.9185082,21581573.9185082,21610967.9984786
17.51,21605855.43208,21605855.43208,21635282.5834452
17.52,21628920.3921925,21628920.3921925,21658378.9580081
17.53,21653392.0065308,21653392.0065308,21682883.9026582
17.54,21677961.2227954,21677961.2227954,21707486.5821684
17.55,21701304.2171158,21701304.2171158,21730861.3696214
17.56,21726066.2886247,21726066.2886247,21755657.1670445
17.57,21749595.664807,21749595.664807,21779218.5902113
17.58,21774552.447155,21774552.447155,21804209.3636694
17.59,21798270.0001284,21798270.0001284,21827959.2199239
17.6,21822080.4772229,21822080.4772229,21851802.1268621
17.61,21845984.3182881,21845984.3182881,21875738.5249326
17.62,21871332.2984633,21871332.2984633,21901121.0290289
17.63,21895427.9438678,21895427.9438678,21925249.492676
17.64,21919618.3092112,21919618.3092112,21949472.8052705
17.65,21942542.2243345,21942542.2243345,21972427.9427409
17.66,21968285.0110848,21968285.0110848,21998205.7911385
17.67,21991393.01922,21991393.01922,22021345.2723554
17.68,22015962.9779814,22015962.9779814,22045948.6953737
17.69,22040629.9291781,22040629.9291781,22070649.2429308
17.7,22065394.340462,22065394.340462,22095447.3833157
17.71,22088872.1476575,22088872.1476575,22118957.1672588
17.72,22113828.9809155,22113828.9809155,22143947.9916963
17.73,22138884.677134,22138884.677134,22169037.8137455
17.74,22162643.5568967,22162643.5568967,22192829.0530764
17.75,22186494.4963948,22186494.4963948,22216712.4775278
17.76,22211841.6948737,22211841.6948737,22242094.1988632
17.77,22235881.8788105,22235881.8788105,22266167.1255041
17.78,22260015.439541,22260015.439541,22290333.5561178
17.79,22284242.8158509,22284242.8158509,22314593.9300877
17.8,22308564.4494831,22308564.4494831,22338948.6897581
17.81,22334404.0839175,22334404.0839175,22364823.5177463
17.82,22358919.4964224,22358919.4964224,22389372.320216
17.83,22383530.5286339,22383530.5286339,22414016.8726264
17.84,22406802.4969476,22406802.4969476,22437320.5373354
17.85,22433041.2710231,22433041.2710231,22463595.0485923
17.86,22456498.7713854,22456498.7713854,22487084.4980444
17.87,22481492.8286212,22481492.8286212,22512112.5971587
17.88,22506584.7865422,22506584.7865422,22537238.7302988
17.89,22530320.0435848,22530320.0435848,22561006.3147354
17.9,22555605.1314042,22555605.1314042,22586325.8408166
17.91,22579526.4499471,22579526.4499471,22610279.7401692
17.92,22605006.4912293,22605006.4912293,22635794.4852396
17.93,22629115.6294579,22629115.6294579,22659936.4600879
17.94,22654792.4724233,22654792.4724233,22685648.2748853
17.95,22679091.2123719,22679091.2123719,22709980.109691
17.96,22703483.424189,22703483.424189,22734405.5436738
17.97,22729456.8782542,22729456.8782542,22760414.3735549
17.98,22754041.3906779,22754041.3906779,22785032.3700575
17.99,22778720.7086909,22778720.7086909,22809745.3012746
18,22803495.2763608,22803495.2763608,22834553.6118783
18.01,22828365.5407323,22828365.5407323,22859457.7495226
18.02,22853331.9518522,22853331.9518522,22884458.1648671
18.03,22876883.0413718,22876883.0413718,22908041.3309447
18.04,22903555.0296829,22903555.0296829,22934749.6464746
18.05,22927292.3350583,22927292.3350583,22958519.2820338
18.06,22952643.6863733,22952643.6863733,22983905.1618615
18.07,22978093.4600252,22978093.4600252,23009389.5980771
18.08,23002109.3657946,23002109.3657946,23033438.2134838
18.09,23027753.1233469,23027753.1233469,23059116.8978057
18.1,23051955.5850527,23051955.5850527,23083352.3232378
18.11,23077795.1427368,23077795.1427368,23109227.0743711
18.12,23102185.9083202,23102185.9083202,23133651.0601504
18.13,23128223.1067052,23128223.1067052,23159723.721171
18.14,23152803.9476071,23152803.9476071,23184338.0411512
18.15,23177478.4062187,23177478.4062187,23209046.1063483
18.16,23203813.3635476,23203813.3635476,23235416.9318602
18.17,23228680.5791237,23228680.5791237,23260318.0165566
18.18,23253642.7363014,23253642.7363014,23285314.172165
18.19,23278700.2755557,23278700.2755557,23310405.8397602
18.2,23303853.6402859,23303853.6402859,23335593.4633456
18.21,23329103.2768402,23329103.2768402,23360877.4898771
18.22,23354449.6345388,23354449.6345388,23386258.3692871
18.23,23379893.1656989,23379893.1656989,23411736.5545086
18.24,23403833.5162524,23403833.5162524,23435709.5117933
18.25,23429468.3749134,23429468.3749134,23461379.2851036
18.26,23455201.7609955,23455201.7609955,23487147.7200293
18.27,23481034.1389124,23481034.1389124,23513015.2816165
